Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Quintana Roo<C1>",NA,0.062244576449,-0.083037601512,0.097053514731,0.330587584129,-0.227251885394,0.719302021819,0.240602111844,-0.203460271477,0.15489034873,0.452402233618,0.811017612126,0.342967050819,0.40462915193,-0.032585247906,0.158389230592,0.146074575889,-0.43220470086,0.419318685154,0.068393882485,0.321091578228
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|San Luis Potosí<C1>",NA,0.008162643644,-0.02006971526,-0.035373882691,0.112717874637,-0.591964133788,1.260473687246,0.068747881547,-0.015976399957,-0.236555206713,0.711045198148,0.74707605912,0.41565432015,0.635749334013,0.009199303688,0.222998627261,0.029793522723,0.225513890997,0.040153914761,-0.341565961136,1.016426366705
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Sinaloa<C1>",NA,-0.089556639158,0.013350264743,-0.08402712337,0.16966452488,-0.686907604413,1.60090783453,-0.003239134001,-0.253225378021,-0.208260701622,0.679648711179,0.755356801343,0.432714466842,0.297394262618,-0.111150882233,0.122054968368,0.224233562075,0.042991960956,0.160680732696,-0.26909100152,0.674642306052
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Sonora<C1>",NA,-0.033355018071,0.071210036497,0.267488326532,0.279519809673,-0.782593535465,1.714303834735,0.157626282617,-0.189464979713,-0.257066168963,1.117067129652,1.16689778476,0.748304416053,0.734559977092,-0.277159132068,0.116371214568,0.329571001868,0.057961792019,0.376846079095,-0.143859265825,1.494478465364
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Tabasco<C1>",NA,0.024254981385,-0.063941348394,0.021235802826,0.015040510624,-0.416405741293,1.000756956443,0.035437054389,-0.21361922498,-0.073771253621,0.572357561392,0.512152592746,0.273289470299,0.125488963818,-0.135606546192,0.066036914589,0.099019908626,0.002833107536,0.230467323477,-0.172177218891,0.422976389
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Tamaulipas<C1>",NA,-0.049316893894,-0.003755002122,0.01161902758,0.331986567939,-0.925452113983,1.860642305633,-0.070025244594,-0.219116639187,-0.02606422792,0.623426072691,1.290746088677,0.614447871951,0.596394437743,-0.170309697732,0.295452318635,0.38723774623,0.147072518998,0.252809027731,-0.401219685442,0.926073411095
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Tlaxcala<C1>",NA,0.043232740031,-0.088482072798,0.024981023017,-0.001833374895,-0.182085047253,0.34552814783,0.054776239669,-0.045130067905,-0.062000598814,0.208154621709,0.335971227906,0.148557703594,0.106362307715,0.001105957183,0.069263535742,0.040107140429,0.037831515557,0.028812993053,-0.101218697091,0.206556649165
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Veracruz de Ignacio de la Llave<C1>",NA,-0.181138871257,-0.243773108518,-0.181107425776,0.389158023677,-1.328223519598,3.5647147389,0.169829374788,-0.399794258464,-0.37132998476,1.179419689776,1.915566288243,0.909188672441,0.627505805472,-0.591987799934,0.185518258644,0.467798451798,0.144210244549,0.211978986836,-0.552265660652,1.452171935592
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Yucatán<C1>",NA,-0.040923843822,0.029284046774,-0.028432589642,0.140677839817,-0.436910179701,0.949292978543,0.061024983049,-0.085844463728,-0.072473239025,0.377111584658,0.601860712343,0.190291006433,0.226826572566,-0.022480564453,0.180421748244,0.156069473654,0.040692111335,0.120312265476,-0.140957162314,0.52450641031
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Zacatecas<C1>",NA,0.074994495105,0.116530335002,0.110734940555,0.125591918982,-0.086629377257,0.664074249113,0.244696061402,-0.207282991346,-0.006486318634,0.071925340022,0.675321925818,0.299244311439,0.251819128795,-0.020054086289,0.222931306298,0.05325217002,0.126968681609,0.065312504935,-0.084724644204,0.247069223645
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Estados Unidos Mexicanos<C1>",35.919332660715,34.601597987912,33.90248955774,32.549745682617,35.670355582438,24.695231754533,44.854943608241,48.610922608086,44.971527359739,42.276793369592,56.079413873212,77.9104535798,87.710149112383,100.815061407826,95.253414013961,100,109.279555632839,130.34665377373,125.921577572044,106.451221264238,137.90752758884
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Aguascalientes<C1>",37.089090025738,36.064222175669,35.217043126964,34.246144425169,37.414969279043,27.210184909584,45.294858969758,48.757540978344,45.44914218694,44.628783225261,57.024706599416,74.03964541054,82.089146345877,95.129890218537,92.746674603949,100,109.611675972821,134.10121474883,130.0969357937,107.196863117451,135.973542335711
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Baja California<C1>",39.222520467524,37.549902206702,36.561525478057,35.279467392395,38.641263282192,28.064457585406,48.228213405465,50.898273991286,47.322381188627,44.806351972207,55.945282962907,76.540366000776,86.047070998512,103.207435624742,95.343825307786,100,109.229554014139,132.265525021046,127.325681063488,109.265870763833,140.175682296116
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Baja California Sur<C1>",36.544362208429,34.576831319437,34.362215351714,31.569493763576,35.806788032134,22.219230089951,46.863614157914,49.735243870929,45.091007038351,40.855092211726,55.484561694983,80.931808114453,91.934509116019,104.071842878706,96.551309965169,100,110.911997630869,134.624038894194,129.555516982031,113.534865587225,149.638421087626
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Campeche<C1>",35.381027224647,32.619460238752,30.360121108356,26.461382938465,30.569848476586,13.874357862984,40.884823901988,42.604744489183,35.338138252353,33.035316165713,52.973785335426,76.220191696234,72.848587517778,82.172038976137,83.867882099309,100,112.084223891517,134.137502965502,127.435154581082,112.949703820135,140.486322369755
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Coahuila de Zaragoza<C1>",32.498652575355,31.514085746539,30.180134561071,28.101446583624,30.741917206288,20.204434154576,41.516539165286,41.947241797258,39.099793721213,36.935505918912,47.763661741568,66.27587006758,80.392256039345,98.656928901494,94.047914554005,100,111.865518980043,134.766812914851,128.349570300674,107.830144350219,134.627598427681
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Colima<C1>",33.416207687974,29.205313120408,28.735425931948,24.698937328971,29.520742649202,7.7696966057,43.455162618303,43.212384773155,37.159806554103,25.014025714087,41.547535794911,80.609427753081,103.564017375153,131.863591024759,104.997458366641,100,129.99998238191,150.821237605936,132.9564092343,99.535806685587,156.357334330586
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Chiapas<C1>",35.79911650579,33.400450952122,30.616251060618,26.763458241504,32.928380381367,12.297883100158,45.190852250568,46.947168976631,41.23415094201,31.015211890288,53.260039351879,83.708969732011,100.165220808432,115.300093305859,98.028416852752,100,113.507280566862,137.921507342347,130.138568368806,99.927268415842,145.467735452077
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Chihuahua<C1>",39.824500250073,37.311997940224,36.282247025084,34.766256522379,38.175970668355,25.194330507674,47.638978247432,49.951250950891,45.954218566969,44.660935355884,55.128981657432,78.10326041257,91.056388372431,105.14426068446,97.62697374048,100,112.315609342819,132.027885490585,125.511686846477,101.058590527539,137.436956580307
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Ciudad de México<C1>",40.986783582326,39.7408176604,39.888992296826,39.145912119576,42.486556621922,31.033709208678,50.469862965128,57.14182136594,52.1113993803,50.363244120067,65.379718427053,86.94508069735,93.202541414034,100.037807915353,94.673258953647,100,107.954015757304,127.426463964187,124.290000009636,106.889613464799,138.041688709615
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Durango<C1>",35.305970005964,32.939335534824,31.109772474931,27.746280319945,29.986226401204,15.654424885779,41.277294340741,41.53674287278,36.382855970036,32.860379122467,49.735815104618,74.821153897758,92.313164489129,108.691682218823,98.163029041553,100,112.748098494237,132.937089748312,128.577885426267,100.48860427938,142.81745924772
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Guanajuato<C1>",36.338864860623,34.667034553488,33.187679404047,31.604959643928,34.352258236127,22.241725537546,43.252337022706,46.682332047121,42.442235028465,40.10008002586,53.698521934458,74.836973122275,83.835915671915,99.21264949922,95.961385242096,100,109.650125231826,131.372470283522,125.112681456955,103.081916070068,131.157620566921
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Guerrero<C1>",35.476099976176,32.773292014937,31.106765498663,28.08587050206,32.220637361894,18.993993599347,44.051943864127,46.788153089725,43.007480505568,35.031575076504,52.625725341416,82.219102467897,98.975000617796,115.364639619758,102.001576130885,100,115.661315484306,138.632836963279,128.340345158862,101.34367378173,144.214917956062
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Hidalgo<C1>",28.730467438082,27.588249144383,26.281283851244,25.072225787966,28.374458808254,14.018948757916,36.539047498862,40.506727897685,39.706982416119,34.523890442694,48.299626548208,75.142672441832,89.268546990422,102.286950406012,96.997927271632,100,111.748631154869,132.401662963457,125.527312066199,105.295442366194,137.37812995742
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Jalisco<C1>",33.838501585895,32.92486187918,32.462122636158,31.424085133609,33.939079597574,25.598583126364,43.071138185872,47.115213029247,44.33233567722,42.622520150626,56.407499935374,79.9087625498,88.567079813212,99.654820970606,96.385827600926,100,107.857634297671,130.684692095756,125.479196914067,109.851539034262,138.757695267268
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|México<C1>",35.249383841848,34.404984555149,34.097081404805,33.26915778329,36.380156024094,28.416009271669,44.165567877697,49.147768416923,48.384858592463,46.884384229685,59.731865227777,81.651442405134,89.209461808639,100.379553356629,96.986758178414,100,108.044206769271,128.567950135299,124.581796641957,106.149493463885,135.506276697594
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Michoacán de Ocampo<C1>",31.693301742126,29.119327566711,28.383051851481,25.328137878982,28.3001575003,13.722373450606,38.701373663892,41.193215215535,36.153585632786,30.896775922985,47.854900139049,75.236189650639,90.426084587201,102.140558734011,97.811417683369,100,112.162447219722,131.681136257319,124.960256531027,101.273950998141,138.963475453736
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Morelos<C1>",37.054395349365,34.954810267082,33.494830025465,31.984951492529,34.228760523306,23.418602673888,42.886603734834,46.268493690529,40.877044586567,38.527919657971,50.387501284541,71.809416162798,81.842631801549,93.695069301443,92.738229508565,100,107.876165714949,127.433844384301,123.14649196457,103.045010393144,134.5136341548
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Nayarit<C1>",34.385488093715,31.835500778658,30.6670727577,28.929398248571,31.949922488643,17.087435297398,42.248542884241,46.375552737493,42.019570852046,36.907721633642,53.307834530315,76.050264094301,91.609912996242,104.17271950275,94.178731789393,100,111.655247178231,132.658538209513,130.977948430512,111.187108193468,149.581469518709
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Nuevo León<C1>",33.462695609855,33.026283295057,33.335525581287,32.491059729253,35.87167502052,26.156482063093,44.414968458229,47.652461600327,44.621350898655,40.299018033337,53.310998920382,72.910495234636,83.818623991263,99.559975577652,93.818592368047,100,106.923420740198,126.419358208478,124.245671339112,107.116851346952,135.271850203284
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Oaxaca<C1>",30.561977007881,29.53845426722,27.024708833867,26.509737203649,29.603116629163,17.492533204608,38.286868907404,40.116458784117,35.780338230753,29.93330670763,48.953732926494,71.386130076124,86.07513171752,97.003108046139,93.19548721583,100,111.127842107423,133.077240733861,130.491679250389,106.718018405224,147.50097332724
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Puebla<C1>",35.226990553062,33.896996683039,33.399997671689,31.465327389522,34.131554434518,23.836980316607,43.717609514558,46.50246093838,42.761374034473,39.527866199827,52.932832731375,74.191412342508,84.854274586888,99.565426169094,94.204496205654,100,110.762353174083,134.104498610309,128.00530079721,105.478195332596,138.010308954874
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Querétaro<C1>",32.017243327178,31.561387542753,32.077143867283,31.26095405994,33.291101537708,24.416692155517,42.072610600908,45.198009238049,42.549668665314,40.536794995316,52.2014264016,71.329661571058,80.973158997452,96.257438830824,94.057274098286,100,108.319745021516,128.773081108963,124.316187091287,106.433828772149,131.563643898793
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Quintana Roo<C1>",42.214537166063,41.125749686462,39.566217578862,39.486128567824,42.541973619947,34.115490081207,51.144658693632,57.451198541134,50.375518587475,52.531928387826,63.2502793824,86.219541555018,91.360594187624,101.126525731952,95.359582990321,100,108.807727723108,128.879879291237,126.129031814613,113.395641620598,136.887043214322
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|San Luis Potosí<C1>",34.658491079108,32.547591100941,30.905255521343,29.324481564296,32.202044238453,18.119009934006,41.303485986005,43.177573521245,39.401174979674,32.813639379228,47.970811031168,67.325868541399,79.146124560782,99.225714419111,91.559341796379,100,106.963850083347,132.020632221195,128.754799461675,103.619731823351,136.941272256385
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Sinaloa<C1>",34.120302861813,32.052511322613,31.100726591952,28.280387115269,31.435678379923,17.022028405322,42.005880914043,45.025346617683,39.157907193545,33.645008428107,51.707432666411,76.621263326633,91.466167895774,103.869613401519,96.205923005512,100,113.270354954573,133.187749724596,128.557192316463,105.358493242169,147.353705870781
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Sonora<C1>",32.959864037407,31.251476470009,30.381036027771,28.502414523719,31.608215001233,21.475893857058,40.586965537457,42.336047894603,38.466604740404,35.021172684613,48.56908175611,67.122773166912,79.876639464502,99.735638610751,95.427953810376,100,110.853485698739,135.56301453692,129.822245002855,109.280960066727,142.809559716262
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Tabasco<C1>",35.547985332089,35.720561140158,32.52806941444,31.368878306478,33.452179562513,19.082290363649,43.865999433269,47.910828640901,38.894962706371,35.8517729063,57.319848998199,82.266348495522,88.291457488118,100.829389119134,91.517488089063,100,111.918420149546,131.733821445816,125.223177109755,98.348665308438,137.974085866403
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Tamaulipas<C1>",39.777178780546,37.266452152464,35.46776614798,33.468140600136,37.129719423661,24.27895087439,46.938817448767,47.571480589885,44.199739740758,42.146242354461,53.157854287154,75.258708567228,85.514864253297,101.842185940938,94.353435946575,100,108.379282142217,126.955584705273,126.248951388026,106.189691247432,136.930138395568
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Tlaxcala<C1>",36.906279640614,35.736091724417,34.656302516495,33.697641454206,35.353846107254,24.409989767954,42.226795456759,46.198079250441,42.308099249948,38.994168894152,53.691004703954,76.451159329736,84.665774258118,96.287754469457,93.671203658178,100,106.054607106096,125.265289248593,121.339206532187,101.728628187931,128.531113355516
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Veracruz de Ignacio de la Llave<C1>",32.694460422993,30.891636804085,29.082188046251,26.693829227734,30.2316738563,17.409353321005,43.596202716415,47.500714400111,43.313336953186,39.386472506211,54.981978435587,79.898648144962,93.447563959047,109.105129855556,94.974998924786,100,110.325023193789,129.713660867116,124.475390424353,101.224573846294,141.239871072084
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Yucatán<C1>",36.602884434733,34.192866575515,33.24073234182,31.139340762054,34.840293966649,21.333869090403,45.658754364422,49.243650576696,44.771560671845,42.720335815616,58.474948184922,84.241433973405,92.234705649391,105.083579068238,96.776415330109,100,110.520774048925,130.428074757859,126.463955144894,107.493940289619,139.752538985695
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos|Zacatecas<C1>",32.17963219154,32.618520998431,31.616261819398,32.218468469811,34.591820047076,29.758287895865,43.265712897899,46.661949265983,47.279204647706,47.112977458243,57.359805849086,73.701860756897,83.727190204341,99.354502535773,97.90559746345,100,108.337506000778,131.334232055579,128.729018094624,119.674864638696,145.548539754693
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Estados Unidos Mexicanos<C1>",NA,-3.668594528885,-2.020451282095,-3.990101885642,9.587202094447001,-30.768192939766,81.634025766968,8.373612132142,-7.486784971536,-5.992089102492,32.648219989049,38.928794362839,12.578152330413,14.9411583814,-5.516683039419,4.983113765711,9.279555632839,19.278169662103,-3.394852168102,-15.462287467504,29.549972232371
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Aguascalientes<C1>",NA,-2.763259625291,-2.349084487608,-2.756900113092,9.253085002892,-27.274603096293,66.462885571219,7.64475723591,-6.785409446456,-1.805004279959,27.775624783645,29.837836660256,10.871879370442,15.886075630162,-2.505222710878,7.82057731668,9.611675972821,22.342089525281,-2.986012440402,-17.602315178708,26.844702709939
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Baja California<C1>",NA,-4.264433394093,-2.632168582502,-3.506577115967,9.529043770433,-27.371790667259,71.848015443365,5.536304161577,-7.025567906824,-5.316784898019,24.860160446915,36.812903514178,12.420511547645,19.942996812206,-7.61922846872,4.883561863795,9.229554014139,21.089503857102,-3.734793293091,-14.183949497706,28.288624175331
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Baja California Sur<C1>",NA,-5.383951915128,-0.620692988725,-8.127303666405,13.422116617679,-37.946877362999,110.914662516181,6.127631777051,-9.3379190914,-9.394145539979,35.808191075526,45.863652234223,13.595026798371,13.20215214003,-7.226289748998,3.571872858147,10.911997630869,21.379149027901,-3.764945661857,-12.365858103154,31.799531636089
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Campeche<C1>",NA,-7.805219922985,-6.926353513698,-12.841642350425,15.526269158627,-54.614240650847,194.679035280374,4.206745738512,-17.055861557097,-6.5165348276,60.355012404594,43.882849250084,-4.423505246344,12.798397026001,2.063771502207,19.235155934412,12.084223891517,19.675631688657,-4.996625280958,-11.366918970331,24.379540289429
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Coahuila de Zaragoza<C1>",NA,-3.029561999634,-4.232872868966,-6.887603410915,9.396208891975,-34.277247515183,105.482315652394,1.037424218472,-6.788165214312,-5.535292123873,29.316386910817,38.757933648754,21.299435159992,22.719443093138,-4.671759397752,6.328779829113,11.865518980043,20.472165278108,-4.76173805359,-15.987140356127,24.851542431796
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Colima<C1>",NA,-12.601353830708,-1.6089099491,-14.047081162243,19.522318940318,-73.680551678431,459.290340711933,-0.558685851162,-14.006582258362,-32.685263908283,66.096958041875,94.0173495511,28.476308865987,27.325681609176,-20.374185511961,-4.75959936972,29.99998238191,16.016352342924,-11.845034993224,-25.136511087493,57.086519451725
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Chiapas<C1>",NA,-6.700348466086,-8.33581527236,-12.584143014394,23.034848801052,-62.652632902902,267.468546273524,3.886443026843,-12.169036300069,-24.78270758162,71.722313361195,57.170311458018,19.658886173256,15.10990778563,-14.979759302787,2.011236344059,13.507280566862,21.508952248313,-5.643020529222,-23.214716691325,45.573613447253
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Chihuahua<C1>",NA,-6.308936192726,-2.759838582725,-4.178325839789,9.807538938744,-34.004741551842,89.086105038281,4.853741176919,-8.001866435441,-2.814286155688,23.438932073707,41.673686080216,16.584618736065,15.471591355467,-7.149498122907,2.430707588897,12.315609342819,17.550789478957,-4.93547148763,-19.482724623762,35.997302023379
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Ciudad de México<C1>",NA,-3.039921196606,0.372852510716,-1.862870266866,8.533827215832,-26.956402975088,62.629167611763,13.219687965909,-8.803398046109,-3.354650385562,29.816336436125,32.984789150413,7.19702675125,7.333776952449,-5.362521504115,5.626447325491,7.954015757304,18.037724738892,-2.461391344448,-13.999828259303,29.144155577918
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Durango<C1>",NA,-6.703213283023,-5.554341124941,-10.811689984864,8.072959890227,-47.794615179887,163.678127059389,0.628550238534,-12.408018891923,-9.681694176153,51.354964345536,50.43717236839,23.378429334669,17.742342406237,-9.686714716654,1.87134706048,12.748098494237,17.90628092509,-3.279148302628,-21.846121557968,42.123039992333
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Guanajuato<C1>",NA,-4.600667394392,-4.26732533802,-4.76899797919,8.692618573638,-35.253963845221,94.464844688836,7.930195824134,-9.082873182891,-5.518453495755,33.911258780104,39.365052195697,12.024728117928,18.341463445668,-3.277066254691,4.208583220965,9.650125231826,19.8105975764,-4.764916738688,-17.60873888269,27.236304453023
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Guerrero<C1>",NA,-7.618672748848,-5.08501408865,-9.71137612084,14.721875398275,-41.050223848736,131.925653937471,6.211324599063,-8.08040568925,-18.545391023386,50.223691702382,56.233670765562,20.379568308279,16.55937246745,-11.583327034105,-1.962299218119,15.661315484306,19.86102387197,-7.424281310166,-21.035217992998,42.302832110336
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Hidalgo<C1>",NA,-3.975634215352,-4.73739847099,-4.600452816999,13.170880990841,-50.593070857662,160.640424113325,10.858740636155,-1.97435222017,-13.053351471304,39.90203864301,55.576094086011,18.798738572314,14.583415832888,-5.170770184648,3.094986473227,11.748631154869,18.481686616783,-5.192042715623,-16.117504124788,30.469208229972
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Jalisco<C1>",NA,-2.700000484347,-1.405440195072,-3.197688315652,8.003397563594,-24.57490471193,68.255945937543,9.389291794247,-5.906536706731,-3.856813543602,32.342010129933,41.66336505137,10.835253840924,12.519032106261,-3.280316333762,3.749692759851,7.857634297671,21.164063115909,-3.983247845031,-12.454381494414,26.313838192099
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|México<C1>",NA,-2.395500841908,-0.894937621177,-2.428136331335,9.350997885394,-21.891458483989,55.424948857018,11.280734695912,-1.552277649696,-3.101123794566,27.402473572336,36.696622638136,9.25644321873,12.521195982496,-3.379966402282,3.106858996197,8.044206769271,18.995690726719,-3.100425486404,-14.795342236913,27.656074726063
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Michoacán de Ocampo<C1>",NA,-8.121508438465,-2.52847773886,-10.763162426945,11.734062865254,-51.511317735739,182.031193825168,6.438638517805,-12.234125344138,-14.540216738651,54.886387687618,57.217316162044,20.189612216005,12.954751054728,-4.238415282137,2.237553006047,12.162447219722,17.402160456931,-5.103904718105,-18.955071148565,37.215418263169
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Morelos<C1>",NA,-5.666224107794,-4.176764887183,-4.507795775611,7.015202231278,-31.582089693425,83.130498143055,7.885655801996,-11.652527830327,-5.746807168559,30.781785603408,42.514342509834,13.972005587686,14.481984803023,-1.021227477616,7.830395867935,7.876165714949,18.129749551009,-3.36437501391,-16.323227118162,30.538716665266
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Nayarit<C1>",NA,-7.415882270181,-3.67020462182,-5.666254887965,10.44101994144,-46.518069633903,147.249175484366,9.768407550906,-9.392840900687,-12.165400823353,44.435451907506,42.662452460066,20.459690820596,13.713370197201,-9.593670743225,6.181085792942,11.655247178231,18.810841014713,-1.26685383518,-15.110055146072,34.531306685694
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Nuevo León<C1>",NA,-1.304175610615,0.936352066829,-2.533230951991,10.404755398678,-27.083187366828,69.804824483254,7.289193833702,-6.360869092335,-9.686692084099,32.288580521443,36.764451447487,14.960985687346,18.780255314177,-5.766758354744,6.588680853048,6.923420740198,18.233551950841,-1.719425648231,-13.786250907212,26.284378696997
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Oaxaca<C1>",NA,-3.349006971627,-8.510077780687,-1.905558477554,11.668842288969,-40.909825733094,118.875496530818,4.778635414502,-10.808831798186,-16.341465207552,63.542683087585,45.823670246584,20.576828616052,12.695857805344,-3.925256527345,7.301332915843,11.127842107423,19.751484605649,-1.942902835386,-18.218526255263,38.215622377055
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Puebla<C1>",NA,-3.775496711874,-1.466203675793,-5.792426398302,8.473539817303,-30.161457010876,83.402465135655,6.37009080493,-8.04492241575,-7.561749143138,33.912699622543,40.161424420674,14.37209766968,17.336959927861,-5.384328847582,6.152045844706,10.762353174083,21.074078662395,-4.548093372186,-17.598572343736,30.842501163105
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Querétaro<C1>",NA,-1.423782115677,1.634137041128,-2.544459103716,6.494195519034,-26.657001337547,72.31085330042,7.428582615868,-5.859418627902,-4.730644757379,28.775416032846,36.643127377975,13.519617525154,18.875736136036,-2.285708781848,6.318199159699,8.319745021516,18.882370968824,-3.461044792354,-14.384577533742,23.61074051037
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Quintana Roo<C1>",NA,-2.579176636044,-3.792106209588,-0.202417658141,7.739034346895,-19.807457956744,49.916236207921,12.330788802951,-12.31598318805,4.280670176341,20.403498069677,36.314878601168,5.962746426024,10.689435233173,-5.702700354719,4.866230392545,8.807727723108,18.447358462634,-2.134427415476,-10.095526787783,20.716317891936
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|San Luis Potosí<C1>",NA,-6.090570917669,-5.045951248756,-5.114903372843,9.812833921199,-43.733354939095,127.95663856051,4.537359233734,-8.746203720116,-16.719134908653,46.191681077397,40.347571980085,17.556782074211,25.370275512237,-7.726195439975,9.218784274785,6.963850083347,23.425467686815,-2.473729071414,-19.521654915711,32.157524292613
"Variación porcentual anual del índice de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos|Sinaloa<C1>",NA,-6.060296555908,-2.969454471387,-9.068403814761,11.157171405728,-45.851245201079,146.773650670855,7.188197552192,-13.031414225324,-14.078634841718,53.685301571257,48.182300639355,19.374392857317,13.560692211222,-7.378183228989,3.94370416702,13.270354954573,17.583943104982,-3.476714200599,-18.045430719416,39.859351948101
