Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,1544.825,1694.593,1985.117,2227.93,2526.143,2420.206,2722.801,2807.786,2949.926,3223.089,3465.809,3910.424,4397.969,4732.719,4807.278,4805.244,4811.289,4265.822,5575.533,5879.366,5921.431,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias<C1>,334808.4110000001,368593.13200000004,399938.832,437838.688,481462.071,525119.304,521980.533,576614.4209999999,620961.2420000001,678051.913,710200.778,749252.326,806475.371,895290.8739999997,960578.3559999999,1042080.778,1088834.663,1051360.4950000003,1161349.74,1290424.3390000002,1372130.2820000001,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|43---Comercio al por mayor<C1>,57851.85,65264.37,70145.584,78503.912,87261.606,96122.699,93155.269,105935.698,120317.804,134032.214,139078.943,151754.668,171916.376,200278.935,214831.469,243326.725,251749.543,247103.429,281140.599,325959.22,333264.538,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|46---Comercio al por menor<C1>,45728.139,53018.496,56650.275,60904.231,66590.843,74033.183,67169.445,78533.593,87385.363,100057.42,103048.148,105707.045,110405.381,129292.675,138099.977,153879.946,155132.577,151188.533,171941.156,193170.71,199651.661,
"Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",33253.637,34488.139,39140.737,42918.335,47792.438,49472.623,48323.728,59535.433,61362.211,65805.832,67145.849,73051.096,79402.875,88312.728,93213.176,104286.508,109735.773,96145.471,119379.135,145216.264,159114.263,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|51---Información en medios masivos<C1>,5688.85,6770.412,8094.151,9603.989,11561.274,12344.759,13067.72,13781.322,13312.886,14082.523,14825.107,14953.483,14501.263,13746.894,14138.123,15497.267,15949.119,13933.208,14891.227,15803.755,17107.658,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|52---Servicios financieros y de seguros<C1>,11104.344,13252.495,17368.887,18660.791,21664.666,24301.06,25028.789,26286.565,26103.927,27674.763,31987.542,33059.469,34374.943,39670.628,46204.089,50365.047,54402.796,56078.538,57741.506,73302.891,88475.222,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,61609.309,66893.945,71668.142,78667.206,85330.805,93430.447,98493.895,105043.533,111982.727,118168.213,124466.642,131843.639,139265.005,146441.175,152398.442,159994.438,168916.446,175884.515,185600.984,195544.096,207815.006,
"Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",13218.526,13482.412,14333.425,15215.048,16278.793,18612.487,16463.856,17183.532,18419.017,19760.893,21429.669,23232.454,24193.286,25816.825,29695.309,31565.556,31950.999,34807.523,38563.877,42768.897,46686.661,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|55---Corporativos<C1>,124.353,148.849,154.576,168.347,170.905,206.399,198.672,202.364,218.233,235.071,225.321,237.311,255.178,319.69,373.909,405.189,434.312,452.729,538.701,616.047,633.837,
"Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación<C1>",21647.799,24161.427,26273.778,30304.224,33761.328,38152.933,35458.339,35938.533,38795.712,40891.895,42672.29,42844.599,44565.532,48144.117,53491.318,56331.742,59545.333,58572.859,48440.552,19801.712,20499.064,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|61---Servicios educativos<C1>,19187.715,20953.051,22760.748,24260.999,26648.877,28469.786,30199.963,32668.269,34587.797,38687.711,41664.931,43619.732,45931.449,48664.617,49504.066,51569.956,53477.245,53520.657,55117.29,59409.885,64158.232,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,11012.331,11764.215,11568.921,12084.874,13306.02,14797.216,15667.345,16642.144,18929.785,20924.513,22813.48,24198.448,25573.339,28348.666,30997.974,35241.084,39486.59,40223.214,44300.587,47421.253,50616.402,
"Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",4082.042,4354.967,4613.047,5115.695,5799.858,6208.679,6232.138,6597.697,6912.783,7290.606,7962.063,8263.826,8674.834,9351.212,10041.195,10655.052,10986.841,6500.577,8562.412,12739.915,14085.54,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,17776.914,18537.278,18819.406,20162.072,20132.576,21001.92,21227.12,22372.115,23750.544,24723.2,25581.045,26152.383,34974.631,39329.412,45654.239,43615.969,46044.562,26038.127,38562.192,52699.931,51894.609,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,18267.445,19890.244,21391.931,22802.754,24731.293,26166.669,26698.989,27985.672,28935.502,31366.779,32536.56,34249.784,35882.182,39179.002,41454.633,43489.872,46406.513,43963.461,48286.015,55083.071,63472.885,
"Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",14255.157,15612.832,16955.224,18466.211,20430.789,21798.444,24595.265,27907.951,29946.951,34350.28,34763.188,36084.389,36559.097,38394.298,40480.437,41856.427,44616.014,46947.654,48283.507,50886.692,54654.704,
Variación porcentual anual en valores corrientes|B.1bP---Producto interno bruto<C1>,NA,8.709251966,6.611451457,9.344896206,8.690167814,7.292196403,0.832409287,10.18643553,7.032369634,9.546822074,5.494738149,8.711401569,9.154587708,10.5364522,7.400524418,7.125372513,5.283038963,-2.380904337,9.693000586,12.57205047,7.130525248,
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos",NA,-0.393499762,3.499007643,1.44441104,7.499507145,-19.15114666,48.79240534,9.998887372,-9.822084904,0.723728623,31.78293428,48.53254013,16.98558413,13.03066535,-1.976480922,6.770996669,12.45328213,1.76096733,6.507272294,-5.926434908,29.53615143,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  <C1>,NA,9.215344017,6.769271574,9.733229396,8.744271732,8.480034242,-0.773215213,10.19585073,7.876976184,9.916422147,4.485621978,6.783447453,8.62721492,10.35555662,8.097087793,7.149243857,4.80174453,-2.679220796,9.932919761,13.92177113,5.780550368,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias<C1>,NA,12.55221435,-9.240858057,18.14843601,6.575888212,8.092360181,-5.490287471,20.43086144,2.432695117,19.8900383,4.013211872,18.21200651,2.352176319,7.936358348,16.6853261,13.89657693,11.81848697,6.130844851,11.58620928,21.32920692,9.217897226,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",NA,12.55221435,-9.240858057,18.14843601,6.575888212,8.092360181,-5.490287471,20.43086144,2.432695117,19.8900383,4.013211872,18.21200651,2.352176319,7.936358348,16.6853261,13.89657693,11.81848697,6.130844851,11.58620928,21.32920692,9.217897226,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|111---Agricultura<C1>",NA,8.224060117,-15.1929352,28.37558207,15.24178409,2.055171876,-10.96650739,31.18751538,5.059839122,12.13045241,-3.574613547,29.90057574,2.714588552,13.67863949,27.79821743,19.41074235,15.65122444,7.898380717,12.38603177,27.2951701,6.23627178,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|112---Cría y explotación de animales<C1>",NA,16.32181379,0.64630847,7.572718037,0.732458114,14.23881588,2.544742427,8.294092047,4.783647395,17.09075556,19.23127968,10.79940826,1.617984093,3.951661172,6.964571734,8.106341423,7.54284243,4.085902298,10.79161461,13.64722676,13.82349232,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|114---Pesca, caza y captura<C1>",NA,40.82770638,-17.76069539,-1.092700908,244.3753565,-49.59885592,-48.11459246,26.50281877,-46.76280607,22.31314271,139.7405993,-1.830428739,7.982095014,15.96921742,18.15620108,12.76866682,18.26791904,-19.58662178,-44.74300108,3.75729723,55.27264021,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|113,115---Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales<C1>",NA,11.50651361,-56.3801085,97.66519165,-15.24227863,8.385282587,-54.06381638,164.2209857,-57.95345982,339.1770482,-76.710115,-1.227488454,24.50002615,-18.46540783,16.08988587,15.21762998,3.829825195,3.494368551,8.05121321,17.08438647,-5.228672393,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias<C1>,NA,7.054677437,6.084079181,9.047056605,6.671504353,7.344301775,-0.408229937,8.139032495,9.15660022,9.892510203,4.036245355,7.548147668,11.79730474,9.470970844,8.2780205,3.309849999,4.074679866,-2.954749204,8.456360465,18.07985197,3.847184627,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería<C1>,NA,0.903864947,17.28840628,2.324223984,86.82997339,12.699019,27.16285781,60.66938003,39.35283041,-9.415769437,56.34224443,2.82474314,-46.56259516,55.40516247,30.80743125,-33.24166913,-12.07637532,58.66035689,7.650913349,-12.81918302,-52.44977877,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,NA,0.903864947,17.28840628,2.324223984,86.82997339,12.699019,27.16285781,60.66938003,39.35283041,-9.415769437,56.34224443,2.82474314,-46.56259516,55.40516247,30.80743125,-33.24166913,-12.07637532,58.66035689,7.650913349,-12.81918302,-52.44977877,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|22---Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final<C1>",NA,8.595885466,4.778909256,18.03667234,12.87796971,6.857542384,3.534330413,1.659128448,-3.680169193,2.156187424,9.065790408,11.99089332,-1.343571413,6.383621886,32.10734489,11.84971001,9.964183108,4.299204797,-6.414128591,27.92099584,9.962826738,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|23---Construcción<C1>,NA,21.98877077,8.509021614,7.247530412,15.71095007,25.06019496,-12.39166052,5.541422149,23.48872387,1.763515221,-3.338464118,-5.101428002,18.82579476,9.195432754,18.94805095,5.086025081,-5.425229915,-9.095648071,16.82265688,18.44049697,5.900061663,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras<C1>,NA,3.531825754,5.402784092,9.140620451,3.187055156,1.764093122,3.514030178,8.41591257,4.563163844,14.08435904,4.69519146,11.41610732,13.02543221,8.804751479,3.633776542,3.524280274,7.131811444,-2.801911589,7.27119633,18.31837819,4.105835652,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,NA,8.415540888,4.753438528,4.426891958,12.2299358,12.2513578,10.98994204,10.46553848,9.788160137,11.14250082,8.158290227,3.680803656,7.4589702,7.228835292,4.348869556,4.967515278,5.273851743,5.747838853,8.647653172,17.01536951,0.94565479,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,NA,13.05574422,20.47148467,7.727448022,3.261178634,17.17219555,12.37487061,3.936251552,-4.51062083,13.22455011,13.18622364,25.15936973,9.126272731,8.210007622,11.22646358,10.84222394,18.78032613,-5.612380456,13.54674369,14.58313968,3.417940917,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",NA,5.24325943,-4.090991954,9.151001058,-9.145640244,-15.03513166,-5.962616541,8.37409877,4.47210436,9.025389543,3.846054186,9.348855437,-0.821742209,8.052790675,-0.507213974,11.57174303,10.18471661,-9.25954277,18.27780668,0.892420106,-6.853779357,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",NA,1.265148607,1.981155216,1.856671284,-2.624711214,-8.432295396,-0.029040825,3.153547034,1.208803377,2.795758905,-8.557442055,0.43466723,3.030764734,-5.599186981,-8.186298952,-5.173191027,-2.654905918,-15.07263726,11.03571841,8.205073494,5.939733424,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera<C1>,NA,8.664596967,-12.62071123,5.244486392,12.17006547,-3.482459751,1.691666476,-3.976773111,4.275229893,13.35587114,-25.35845531,4.421880436,16.67749367,3.101934375,6.308785271,3.465730103,1.868388019,-4.680054427,11.54739731,16.85221743,-2.114668862,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|322-323---Industria del papel; Impresión e industrias conexas<C1>,NA,4.354397707,10.93767984,12.8297568,9.162771964,12.45711545,14.88522308,18.84420254,23.90345636,5.529626497,-19.82937168,2.336253342,14.14127639,17.32931944,9.231749966,1.855569842,1.419354578,2.727463711,15.52620387,12.49346521,-2.878241357,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,NA,15.71237282,10.84957184,6.511275507,-5.299920001,2.760509485,-9.298648793,2.631712358,6.441896682,16.86877507,1.198421458,3.604008362,12.54064073,11.23804371,6.064152326,5.442315784,7.043272961,-2.348304435,13.17857803,26.77440277,8.786795668,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,NA,7.191003889,5.943917616,8.719860711,0.577647808,1.976349134,8.813255167,-2.682342261,6.317355706,13.5987315,-4.404803037,6.938366538,14.79420418,14.29216055,10.79378859,3.404262943,7.973388782,2.060976537,13.75206704,-7.217544433,-1.897705234,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,NA,40.16200701,-13.38363805,9.863629598,1.900410903,16.09587776,-11.02300954,17.3491737,12.10477023,8.727105824,-10.37856479,10.60684315,13.40312257,3.928576263,5.45016695,2.017819348,-2.139575863,-3.787993451,23.39132557,5.610576689,-9.32652273,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",NA,-12.13274613,5.556612033,15.29088351,1.906543042,-11.44693563,4.179175837,9.405906118,-2.265712087,21.02587504,8.889243999,20.79358805,19.67840201,10.63146681,0.106337783,0.46830552,7.484007409,-8.167140912,-4.238690326,24.14041987,9.337156942,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",NA,8.318229794,3.900932392,2.038053351,2.289712426,2.346299675,-3.152469059,12.80597217,17.5265349,3.927135034,1.89332777,-3.262315835,15.46574101,6.935195883,-2.197573094,-3.221237456,2.069386129,-0.650003961,19.46437684,9.514832805,-4.41428609,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,NA,9.694819802,17.14417562,12.23167199,13.3852051,-4.19362641,12.50286133,3.121234347,5.062351618,9.259994996,7.530663907,12.82860654,12.46782958,7.61146793,1.575394609,-0.042310846,0.125800063,-11.33723208,30.70242968,5.449398291,0.7154683,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias<C1>,NA,10.09076233,8.504146518,9.476413133,9.963345907,9.067637023,-0.597725312,10.4666524,7.690896964,9.19391858,4.741357466,5.498663084,7.637353,11.01279793,7.29232073,8.484723968,4.48658933,-3.441676618,10.46161098,11.11418848,6.331711246,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|43---Comercio al por mayor<C1>,NA,12.81293511,7.479140609,11.91568667,11.15574215,10.15462975,-3.087127214,13.71949127,13.5762602,11.39848763,3.76531048,9.114050428,13.28572509,16.49788092,7.266133106,13.26400463,3.461526061,-1.845530262,13.77446284,15.94171072,2.241175445,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|46---Comercio al por menor<C1>,NA,15.94282461,6.850022679,7.509153309,9.33697365,11.17622133,-9.271164256,16.91862721,11.27131672,14.50134961,2.989011709,2.580247245,4.444676322,17.10722234,6.811911038,11.42648199,0.814031349,-2.542369937,13.72632077,12.34698806,3.355038142,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",NA,3.712381897,13.49042927,9.651320567,11.35669173,3.51558755,-2.322284387,23.20124184,3.068387862,7.241624654,2.036319516,8.794656837,8.694981113,11.22107103,5.548971378,11.87957805,5.225282833,-12.38456852,24.16511538,21.64291859,9.570552648,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|51---Información en medios masivos<C1>,NA,19.011962,19.55182343,18.65344494,20.37991714,6.776805048,5.856420526,5.460799589,-3.399064328,5.781143172,5.273089204,0.865936414,-3.02417838,-5.202091707,2.845944691,9.613327031,2.915688295,-12.63963859,6.875796299,6.127957085,8.250589812,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|52---Servicios financieros y de seguros<C1>,NA,19.34514096,31.06126054,7.438035609,16.0972544,12.16909598,2.994638917,5.025317046,-0.694795992,6.017623325,15.58379741,3.351076491,3.979114123,15.40565464,16.46926537,9.005605543,8.016966608,3.080249772,2.965426809,26.95008509,20.69813454,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,NA,8.577658289,7.13696434,9.765934772,8.470618621,9.492049208,5.419483865,6.649790832,6.606017336,5.523607226,5.330053523,5.92688682,5.628914718,5.152888193,4.068027315,4.984300299,5.576448851,4.125157239,5.524345904,5.35725177,6.27526489,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",NA,1.996334538,6.312023398,6.150818803,6.991400882,14.33579259,-11.54402955,4.371248145,7.189936272,7.285274779,8.44484103,8.412565775,4.135731852,6.710700646,15.02308669,6.29812271,1.221087314,8.940327656,10.79178774,10.90403851,9.160311055,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|55---Corporativos<C1>,NA,19.69876079,3.847523329,8.908886244,1.519480597,20.76826307,-3.743719689,1.858339373,7.841809808,7.715606714,-4.14768304,5.321297172,7.528938819,25.28117628,16.95986737,8.365671861,7.187510026,4.240499917,18.98972675,14.35787199,2.88776668,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación<C1>",NA,11.61147145,8.742658288,15.34018442,11.40799382,13.00779697,-7.062612984,1.354248432,7.950182608,5.403130635,4.353906807,0.403796,4.016685977,8.029938922,11.10665505,5.310065458,5.704760559,-1.633165776,-17.29863827,-59.1216219,3.521675298,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|61---Servicios educativos<C1>,NA,9.200345117,8.627368873,6.591395854,9.842455375,6.832967108,6.077239218,8.173208689,5.875817908,11.85364306,7.695518611,4.691717838,5.29970473,5.950537289,1.724967855,4.173172361,3.698449927,0.081178453,2.983208894,7.788109684,7.9925201,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,NA,6.827655289,-1.660068266,4.459819546,10.10474747,11.20692739,5.880356143,6.221851884,13.74607142,10.53751007,9.027531489,6.070831806,5.681732151,10.8524233,9.34544151,13.68834621,12.04703578,1.865504213,10.13686524,7.044299436,6.737799611,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",NA,6.685991962,5.926106903,10.89622542,13.37380356,7.048810505,0.37784205,5.865707723,4.775696732,5.465570089,9.20989284,3.790010202,4.973580034,7.797013753,7.378540878,6.113385907,3.113912537,-40.83306566,31.7177229,48.78885763,10.56227612,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,NA,4.277255321,1.521949447,7.134475977,-0.146294488,4.318096204,1.072282915,5.394019537,6.161370975,4.09529988,3.469797599,2.23344277,33.73401193,12.45125646,16.0816719,-4.464579948,5.56812804,-43.45015813,48.09894736,36.66217678,-1.528127238,
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,NA,8.883557608,7.549867161,6.59511757,8.457482811,5.80388579,2.034343768,4.819219934,3.393986752,8.402401313,3.72936284,5.26553514,4.766155606,9.187902787,5.808292411,4.909557395,6.706483293,-5.264459323,9.832151295,14.07665553,15.23120234,
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",NA,9.524097139,8.598004513,8.911631011,10.63877154,6.694088026,12.83036991,13.46879572,7.306161602,14.703764,1.202051337,3.800574907,1.315549503,5.019820375,5.433460458,3.399148087,6.592982722,5.226015932,2.845409485,5.391457998,7.404710057,
Estructura porcentual en valores corrientes|B.1bP---Producto interno bruto<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos",5.266940157,4.82591377,4.685024726,4.346518132,4.298903631,3.239391501,4.780177888,4.772041555,4.020585171,3.69676018,4.617954529,6.309517737,6.762176776,6.914762732,6.311043454,6.290166221,6.718554515,7.003615449,6.800214906,5.682764566,6.871276415,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  <C1>,94.73305984,95.17408623,95.31497527,95.65348187,95.70109637,96.7606085,95.21982211,95.22795844,95.97941483,96.30323982,95.38204547,93.69048226,93.23782322,93.08523727,93.68895655,93.70983378,93.28144549,92.99638455,93.19978509,94.31723543,93.12872359,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias<C1>,4.92585162,5.099984568,4.341655769,4.69120971,4.599954639,4.634260182,4.343668873,4.74751526,4.543492636,4.972481135,4.902649581,5.331106359,4.998876817,4.881290731,5.303279512,5.638490385,5.988499856,6.51065803,6.623026497,7.138242122,7.277326351,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",4.92585162,5.099984568,4.341655769,4.69120971,4.599954639,4.634260182,4.343668873,4.74751526,4.543492636,4.972481135,4.902649581,5.331106359,4.998876817,4.881290731,5.303279512,5.638490385,5.988499856,6.51065803,6.623026497,7.138242122,7.277326351,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|111---Agricultura<C1>",2.151547071,2.141944272,1.703869558,2.000415693,2.120996572,2.017468903,1.781394533,2.120920979,2.081833912,2.130933367,1.947737651,2.327375404,2.190062847,2.25231912,2.680083456,2.987441234,3.281641944,3.627198648,3.716248624,4.202290878,4.167212984,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|112---Cría y explotación de animales<C1>",2.487512572,2.661705136,2.512776934,2.472051774,2.291061434,2.439395912,2.480821665,2.438215997,2.386989713,2.551369577,2.883585143,2.938969812,2.736047966,2.573058257,2.56261388,2.586080258,2.641588089,2.816580894,2.844789944,2.871960549,3.051385949,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|114---Pesca, caza y captura<C1>",0.008021506,0.010391482,0.008015914,0.007250749,0.022973369,0.010791876,0.005553184,0.006375498,0.003171131,0.003540686,0.008046338,0.007266078,0.007188029,0.007541314,0.008296542,0.008733599,0.00981074,0.008081562,0.004071024,0.00375225,0.005438429,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|113,115---Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales<C1>",0.278770471,0.285943678,0.116993363,0.211491494,0.164923263,0.166603491,0.075899491,0.182002787,0.07149788,0.286637505,0.06328045,0.057495064,0.065577976,0.048372039,0.052285634,0.056235294,0.055459082,0.058796926,0.057916905,0.060238446,0.05328899,
