Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras<C1>,76.88743185,75.16186726,77.15392113,81.8416312,80.99196392,77.57794605,73.79384311,78.25927053,77.3249595,82.50825959,84.26249772,91.95035136,97.09502396,97.59583866,98.265051,100,102.6971095,93.38419253,99.90803856,109.1464246,111.1842899,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,73.42141275,74.37535855,76.1748031,77.68320263,77.4088808,78.59724198,77.26105621,79.70364551,80.62465009,83.58876741,85.84750421,88.97161897,94.03878376,95.04727657,95.10277898,100,102.4787704,103.6460775,106.2101179,109.5620803,105.2562146,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,48.69159755,53.23075703,59.06928356,61.36022337,62.53234928,71.26933974,69.91948441,71.64096264,67.2177988,74.71443573,80.79319192,88.05507969,90.57583363,91.11427903,95.85136184,100,111.7330595,95.81466296,105.6047296,111.8077315,107.6411283,
"Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",129.5094666,135.9712474,124.3055144,130.8839666,115.6098819,95.54967309,84.72072481,85.79124727,82.91147132,92.07909285,90.58346436,97.99023864,97.07604913,100.9514251,89.12320966,100,107.0665202,94.4104905,105.3130072,102.2931466,94.34284589,
"Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",210.8828057,207.5446536,205.740125,202.6027913,192.2008606,167.6071042,159.7705714,161.9326763,151.3839467,145.9016617,130.7523514,128.9925458,125.4542379,114.741545,103.336682,100,93.32228788,76.96150392,84.20699011,85.56312993,87.65148337,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera<C1>,159.5497394,165.1222201,135.240016,138.1806698,146.8340565,141.1368915,127.6110189,113.387074,108.9760934,125.4182362,89.94024628,94.61480352,101.2953751,97.07721186,95.51694726,100,95.98670535,88.30228263,92.49498379,96.64262232,91.81604314,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|322-323---Industria del papel; Impresión e industrias conexas<C1>,56.94766219,56.14958313,58.65706827,64.71102862,67.82093257,71.3832361,75.82012231,88.52537412,105.6936639,102.344168,74.86774392,78.15334774,86.62863919,97.52566552,102.6194006,100,96.84437425,95.58661402,105.2769453,108.4205114,99.42709781,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,86.12828446,87.90834906,91.35291203,94.29309013,87.92170069,85.75469297,75.80282687,77.29399709,77.62034383,83.84173424,79.35986513,81.93676375,87.22931805,91.2561768,94.75497367,100,102.7982275,96.58934353,107.9123802,121.8565853,130.5375753,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,72.9771272,77.36614663,82.45831621,88.43571129,83.88380839,82.84304868,80.36584904,84.2705781,90.77093291,98.09295915,86.48084306,86.45544428,90.32013314,101.4978045,104.045222,100,98.80753304,91.8711151,101.6710645,85.700259,80.06155872,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,102.0501644,114.3109899,103.6211127,103.4883861,98.97471981,95.36204618,85.42175428,99.88603598,102.7694118,103.2297651,91.57586157,102.1475325,106.316662,104.8556539,105.2454221,100,94.29269978,85.52200821,92.43706215,89.7733938,87.32013808,
"Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",74.63509501,63.65074789,66.83882136,76.86831913,77.80148958,66.67572748,63.36079869,69.67832099,65.75720821,73.37159188,82.05332441,96.44482698,102.8434183,101.3468434,100.9929291,100,102.6114306,85.75588103,91.28767806,109.6946316,119.428254,
"Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",103.4285037,112.321006,112.3165225,111.1665676,107.8734529,106.9006491,98.87322675,108.0093118,114.7141902,111.9382164,104.0216309,101.7680061,111.0783054,111.7971886,103.2183033,100,97.34183324,93.49749046,106.9661997,107.5668844,92.82434378,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,67.32328265,67.1692426,74.43393093,79.61127468,84.20837735,75.3462051,76.13242949,76.0378037,81.86368892,85.85243538,90.19743847,96.97815553,100.7238342,100.8557318,96.9930143,100,96.51256003,78.91505613,97.21672822,93.69532536,94.19800535,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias<C1>,66.6535443,68.79343686,70.12619477,73.43189359,75.78071323,77.41727033,73.61952799,78.14312069,81.26612475,83.93777147,85.60502207,87.40463131,89.98493848,94.17219267,95.83388947,100,100.743091,92.59005668,98.02830986,101.5388707,104.6626888,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|43---Comercio al por mayor<C1>,54.87475163,56.72280018,58.13933098,62.89072851,65.53608035,66.51026393,60.67458517,67.31221488,72.64585795,75.91175856,76.92087213,82.56606421,86.65453538,92.15480256,92.37647118,100,100.4714423,94.08790999,100.927282,107.5846589,111.8461201,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|46---Comercio al por menor<C1>,75.76121972,79.59838444,82.06877783,85.05582267,85.48422548,85.67620241,77.23646134,85.44343848,90.26345122,91.14500209,92.30207424,91.91589851,90.36102729,95.1864007,94.514215,100,98.85102117,90.23280785,95.99279103,102.5656007,108.4018992,
"Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",63.72466897,66.33931879,67.30679102,70.13892152,72.10947364,70.48792352,66.23682135,71.63003387,73.32049799,75.6630618,78.04639216,81.96252769,87.05567551,91.68265659,95.00854511,100,99.86870401,82.09965665,96.76663927,110.9314208,114.6122104,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|51---Información en medios masivos<C1>,22.49857991,25.51316306,28.54436205,32.29306174,38.38198051,41.50176286,43.06796805,44.29434558,46.26565445,53.87966794,55.62504021,58.70690619,69.78875049,85.16499716,91.43896146,100,103.0819241,92.04477151,97.61505045,106.0461628,117.6874413,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|52---Servicios financieros y de seguros<C1>,29.05862274,35.74620113,31.26966009,34.81008367,37.30516523,45.6503138,48.46067552,58.45337938,57.57091024,60.87150082,70.60188388,70.93860351,77.11973742,85.53989635,96.36969663,100,104.845134,101.6951657,106.9378174,116.1301488,124.7272637,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,68.0675262,70.27913745,71.96453354,74.76391211,77.29382755,79.8677614,81.03170561,83.66749787,86.22857502,88.78411698,89.62962137,91.8006731,94.29109092,96.46564901,97.85257598,100,101.9560661,102.9344745,105.9976647,107.9054367,110.1207518,
"Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",71.21584046,67.59087025,71.15941186,73.88170194,78.35159945,88.96065382,74.58886199,76.65583334,81.5841324,81.36885027,82.92541402,89.21345786,92.47020075,91.40794795,97.09375624,100,95.22423112,96.7801676,106.4078928,110.9537054,114.691311,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|55---Corporativos<C1>,67.13632404,65.50844174,62.64854179,67.25676166,69.35035255,68.27702628,70.57990222,75.06990565,78.29605443,82.23594421,78.58752335,83.61110494,88.43922219,96.74423541,100.7147282,100,103.7422043,104.5605878,115.8002809,130.2187374,130.2305838,
"Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación<C1>",72.21930754,76.47799885,78.33870112,86.71327792,92.58515386,99.29034327,87.65150561,86.55630781,90.21347325,90.01752866,91.92967262,88.96018696,89.03492635,91.45356982,97.81392523,100,103.0289086,99.56070416,80.80970406,31.32281263,30.98084025,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|61---Servicios educativos<C1>,94.41331693,96.06407266,96.1849473,95.37905753,97.58683525,96.74176375,97.91375234,99.76326914,100.0212236,102.3492787,104.1249696,102.3898159,101.15704,103.1025584,101.0302239,100,98.47475728,95.34728709,93.97722193,97.04361004,99.02085043,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,78.46937682,78.50676216,75.35086889,79.77147354,81.58799542,80.85909332,82.27862968,81.71241838,85.31987836,89.25819648,89.74019074,89.16165008,85.28173254,91.81290224,93.06498063,100,106.372182,98.15668269,105.3547502,107.0642776,106.7793885,
"Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",73.81215972,75.23621659,75.57063072,79.22024219,83.77289008,84.63108392,81.07704214,83.83144446,84.37498006,86.43260493,88.82284197,88.58297454,91.78096925,95.99526122,98.50530058,100,99.19081577,57.6543221,73.50177174,105.4171674,110.437415,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,81.63295191,77.94907411,83.91672325,86.34371049,86.80768046,86.81821101,80.37938582,79.3462046,81.14046257,83.65704084,87.76712951,83.71801163,95.56744458,97.6528803,99.00541244,100,100.401901,55.06682885,80.51662913,96.53923085,86.12965586,
Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,76.49959053,79.4732231,81.58603916,82.57936928,85.94272938,87.84471704,87.2262696,87.56529336,87.52606584,91.51614197,91.42815366,92.3724034,93.85213183,98.22681474,98.55791942,100,101.5982641,88.92651604,90.71946912,92.06942481,95.39807797,
"Índice de volumen físico base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",82.3749385,82.00843326,82.12559328,81.83051793,82.83745767,82.65262107,87.33320931,93.29841986,94.66219847,103.4663518,102.2248507,101.1589021,101.0813393,101.7276821,101.5589291,100,99.99247905,99.44991482,98.36226346,97.72308563,98.5277482,
Millones de pesos|B.1bP---Producto interno bruto<C1>,572336.4440000001,622182.667,663317.9720000001,725304.3480000001,788334.513,845821.414,852862.11,939738.3589999998,1005824.2340000002,1101848.484,1162392.1730000002,1263652.8229999999,1379335.029,1524668.0049999997,1637501.433,1754179.5100000002,1846853.4969999997,1802881.6820000003,1977635.0140000002,2226264.2860000003,2385008.623,
"Millones de pesos|D.21-D.31---Impuestos sobre los productos, netos",30144.618,30025.999,31076.611,31525.485,33889.741,27399.467,40768.326,44844.705,40440.02,40732.696,53678.742,79730.399,93273.073,105427.175,103343.427,110340.807,124081.859,126266.9,134483.431,126513.358,163880.535,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  <C1>,542191.8260000001,592156.6680000001,632241.361,693778.8630000001,754444.772,818421.947,812093.784,894893.6539999999,965384.2140000002,1061115.788,1108713.431,1183922.4239999999,1286061.956,1419240.8299999996,1534158.006,1643838.7030000002,1722771.6379999998,1676614.7820000004,1843151.583,2099750.9280000003,2221128.088,
Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias<C1>,28192.444000000003,31731.22,28798.983,34025.548,36263.03,39197.564999999995,37045.506,44614.222,45699.55,54789.208,56988.015,67366.676,68951.25899999999,74423.478,86841.278,98909.24299999999,110598.819,117379.461,130979.291,158916.135,173564.86099999998,
"Millones de pesos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",28192.444000000003,31731.22,28798.983,34025.548,36263.03,39197.564999999995,37045.506,44614.222,45699.55,54789.208,56988.015,67366.676,68951.25899999999,74423.478,86841.278,98909.24299999999,110598.819,117379.461,130979.291,158916.135,173564.86099999998,
